ablation_name,image_path,expected_label,crop,part,router_status,router_confidence,bbox,bbox_area_ratio,input_view,diagnosis,confidence,ood_is_ood,ood_primary_score,latency_ms,status
primary_roi_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_test_anthracnose_18_png.rf.207289ef35095182cc6da2f98636f8df.jpg,domates_antraknoz_meyve,tomato,fruit,ok,0.9692364007234574,"[278.20703125, 440.3536376953125, 447.7195739746094, 640.0]",0.08262344365231002,router_primary_roi,domates_blossom_end_rot_meyve,0.973411500453949,True,5.500100135803223,7586.525596999991,success
primary_roi_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_10_zoom_2_png.rf.f80b2011ed96c63958f39b7c1358467a.jpg,domates_antraknoz_meyve,tomato,fruit,ok,0.0,,0.0,router_primary_roi,,0.0,,,0.0,roi_missing
primary_roi_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_12-Copy_png.rf.d8e8dba62cee137482d1172513315a20.jpg,domates_antraknoz_meyve,tomato,fruit,ok,0.4501487435901383,"[12.429141998291016, 0.0, 639.7429809570312, 629.6172485351562]",0.964276399544014,router_primary_roi,domates_antraknoz_meyve,0.9983295798301697,False,-1.351051688194275,106.49390999992647,success
primary_roi_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_16_zoom_3_png.rf.8d5c2d6258a8360cbeebebadb1765baf.jpg,domates_antraknoz_meyve,tomato,fruit,ok,0.5939538177102804,"[150.65496826171875, 0.0, 640.0, 607.4058837890625]",0.7256617467792421,router_primary_roi,domates_antraknoz_meyve,0.9935386776924133,False,-0.058600470423698425,105.79049099999338,success
primary_roi_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_19-Copy_png.rf.7525048ab217901948bfc64393ad5b43.jpg,domates_antraknoz_meyve,tomato,fruit,ok,0.6540915787220001,"[65.12542724609375, 4.108695983886719, 589.6982421875, 624.6014404296875]",0.7946621718863582,router_primary_roi,domates_antraknoz_meyve,0.9950290322303772,False,1.1594568490982056,105.65776999999343,success
primary_roi_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_22_zoom_1_png.rf.0965f4a6e11e72b6a405d0e9231e0b14.jpg,domates_antraknoz_meyve,tomato,fruit,ok,0.4195602445717668,"[18.03546905517578, 69.41397094726562, 156.4315948486328, 164.7008056640625]",0.032195626865054124,router_primary_roi,domates_blossom_end_rot_meyve,0.9879155158996582,True,5.117177963256836,104.45915600007538,success
primary_roi_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_24-Copy_png.rf.e93f114f28a88c99d1ba5cb5d9c04c9b.jpg,domates_antraknoz_meyve,tomato,fruit,ok,0.4276122450828552,"[0.09717941284179688, 3.990459442138672, 630.8253173828125, 638.798828125]",0.9775183113942768,router_primary_roi,domates_antraknoz_meyve,0.9832981824874878,False,0.0990823358297348,107.2141009999541,success
primary_roi_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_3-Copy_png.rf.6cc0f31a793088eea812ca66ddc12403.jpg,domates_antraknoz_meyve,tomato,fruit,ok,0.0,,0.0,router_primary_roi,,0.0,,,0.0,roi_missing
primary_roi_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_5-Copy_png.rf.85e68af386511df8beb4e150e4d357f5.jpg,domates_antraknoz_meyve,tomato,fruit,ok,0.0,,0.0,router_primary_roi,,0.0,,,0.0,roi_missing
primary_roi_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_6_zoom_4_png.rf.cc6b4023bf2945edcb596399ba776e48.jpg,domates_antraknoz_meyve,tomato,fruit,ok,0.3220573991537094,"[7.56866455078125, 52.466697692871094, 640.0, 639.0897827148438]",0.9057588404926434,router_primary_roi,domates_antraknoz_meyve,0.9924720525741577,False,1.2035335302352905,106.1384070000031,success
