ablation_name,image_path,expected_label,crop,part,router_status,router_confidence,router_crop,router_part,router_primary_crop,router_primary_part,bbox,bbox_area_ratio,roi_quality_status,semantic_roi_match,require_semantic_roi_match,roi_eligible,decision_policy,final_view,roi_evidence_status,requires_review,review_reasons,full_confidence_review_threshold,selected_detection_source,target_detection_found,target_roi_backend,target_prompt,target_detection_confidence,target_detection_source,grounding_dino_candidate_count,grounding_dino_status,grounding_dino_error,input_view,selected_view,diagnosis,confidence,ood_is_ood,ood_primary_score,full_diagnosis,full_confidence,full_ood_is_ood,roi_diagnosis,roi_confidence,roi_ood_is_ood,dual_view_disagreement,confidence_delta_roi_minus_full,latency_ms,status
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/IMG_3643__02d.jpg,domates_bacterial_spot_and_speck_yaprak,tomato,leaf,ok,0.9376358389854431,tomato,leaf,eggplant,unknown,"[1036.841552734375, 790.5999755859375, 3320.84814453125, 2210.5224609375]",0.26598655173161423,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,conflicts_with_full,True,low_full_confidence;roi_conflict,0.7,grounding_dino,True,router_then_grounding_dino,leaf.,0.9376358389854431,grounding_dino,8,ok,,full_image,full_image,domates_late_blight_yaprak,0.5576329827308655,False,1.3581691980361938,domates_late_blight_yaprak,0.5576329827308655,False,domates_bacterial_spot_and_speck_yaprak,0.5804076194763184,False,True,0.02277463674545288,4250.31090199991,success
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_90fb6585-1316-4fa1-ab9c-6a1873e050b5___GCREC_Bact.Sp 3208.JPG,domates_bacterial_spot_and_speck_yaprak,tomato,leaf,ok,0.7290476102505201,tomato,leaf,tomato,leaf,"[29.108169555664062, 10.711746215820312, 236.04139709472656, 247.83216857910156]",0.7487197008523481,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,router_detection,True,router_then_grounding_dino,,0.7290476102505201,router_detection,0,,,full_image,full_image,domates_bacterial_spot_and_speck_yaprak,0.9999858140945435,False,-1.216357946395874,domates_bacterial_spot_and_speck_yaprak,0.9999858140945435,False,domates_bacterial_spot_and_speck_yaprak,0.9999951124191284,False,False,9.298324584960938e-06,1137.7925439992396,success
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_931d9484-8912-49c3-bc82-d849927c9a16___GCREC_Bact.Sp 3694.JPG,domates_bacterial_spot_and_speck_yaprak,tomato,leaf,ok,0.9912616892594486,tomato,leaf,tomato,leaf,"[13.700439453125, 3.878631591796875, 242.63381958007812, 254.23141479492188]",0.8745438977490494,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,router_detection,True,router_then_grounding_dino,,0.9912616892594486,router_detection,0,,,full_image,full_image,domates_bacterial_spot_and_speck_yaprak,0.9988439083099365,False,-0.4202820658683777,domates_bacterial_spot_and_speck_yaprak,0.9988439083099365,False,domates_bacterial_spot_and_speck_yaprak,0.9988439083099365,False,False,0.0,1141.316936000294,success
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_945f1d4c-7a9f-48e0-98a5-da3e2976077a___GCREC_Bact.Sp 3368.JPG,domates_bacterial_spot_and_speck_yaprak,tomato,leaf,ok,0.9214812110612857,tomato,leaf,tomato,leaf,"[16.875091552734375, 7.193603515625, 227.12669372558594, 249.87322998046875]",0.7785611004477317,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,router_detection,True,router_then_grounding_dino,,0.9214812110612857,router_detection,0,,,full_image,full_image,domates_bacterial_spot_and_speck_yaprak,0.9999929666519165,False,-0.9202660918235779,domates_bacterial_spot_and_speck_yaprak,0.9999929666519165,False,domates_bacterial_spot_and_speck_yaprak,0.9999922513961792,False,False,-7.152557373046875e-07,1147.6836660003755,success
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_974bfda6-f0ea-48a4-965e-9346c8f2f17b___GCREC_Bact.Sp 6237.JPG,domates_bacterial_spot_and_speck_yaprak,tomato,leaf,ok,0.8954834938049316,tomato,leaf,potato,leaf,"[12.540367126464844, 7.92730712890625, 236.09323120117188, 255.93118286132812]",0.8459774280030921,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,grounding_dino,True,router_then_grounding_dino,tomato plant leaf.,0.8954834938049316,grounding_dino,8,ok,,full_image,full_image,domates_bacterial_spot_and_speck_yaprak,0.9997827410697937,False,-0.7220879197120667,domates_bacterial_spot_and_speck_yaprak,0.9997827410697937,False,domates_bacterial_spot_and_speck_yaprak,0.9997891783714294,False,False,6.4373016357421875e-06,1141.9706910000968,success
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_984f7f9e-23ff-4a33-979a-5580b3fc5146___GCREC_Bact.Sp 3846.JPG,domates_bacterial_spot_and_speck_yaprak,tomato,leaf,ok,0.8041824565041673,tomato,leaf,tomato,leaf,"[28.371734619140625, 2.3891067504882812, 228.45916748046875, 249.34274291992188]",0.7539721541887268,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,router_detection,True,router_then_grounding_dino,,0.8041824565041673,router_detection,0,,,full_image,full_image,domates_bacterial_spot_and_speck_yaprak,0.9999840259552002,False,-0.9468991756439209,domates_bacterial_spot_and_speck_yaprak,0.9999840259552002,False,domates_bacterial_spot_and_speck_yaprak,0.9999865293502808,False,False,2.5033950805664062e-06,1140.7994290002534,success
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_990802e1-42e5-4646-8051-f07027f6ca2c___GCREC_Bact.Sp 3213.JPG,domates_bacterial_spot_and_speck_yaprak,tomato,leaf,ok,0.9988382569352814,tomato,leaf,tomato,leaf,"[11.230430603027344, 9.797340393066406, 247.85989379882812, 244.730712890625]",0.8482690097179626,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,router_detection,True,router_then_grounding_dino,,0.9988382569352814,router_detection,0,,,full_image,full_image,domates_bacterial_spot_and_speck_yaprak,0.999984622001648,False,-1.0295193195343018,domates_bacterial_spot_and_speck_yaprak,0.999984622001648,False,domates_bacterial_spot_and_speck_yaprak,0.999984622001648,False,False,0.0,1141.5193840002757,success
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_9a124e24-d9d2-43f3-b2b9-968e4422744c___GCREC_Bact.Sp 5998.JPG,domates_bacterial_spot_and_speck_yaprak,tomato,leaf,ok,0.9987391081796929,tomato,leaf,tomato,leaf,"[20.89178466796875, 6.978790283203125, 232.46878051757812, 245.56027221679688]",0.7702385438973636,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,router_detection,True,router_then_grounding_dino,,0.9987391081796929,router_detection,0,,,full_image,full_image,domates_bacterial_spot_and_speck_yaprak,0.999982476234436,False,-0.9021171927452087,domates_bacterial_spot_and_speck_yaprak,0.999982476234436,False,domates_bacterial_spot_and_speck_yaprak,0.9999878406524658,False,False,5.364418029785156e-06,1134.493835000285,success
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_9c3a4307-482e-4323-9a3d-00ebadb616d2___UF.GRC_BS_Lab Leaf 0751.JPG,domates_bacterial_spot_and_speck_yaprak,tomato,leaf,ok,0.9113033502594508,tomato,leaf,tomato,leaf,"[36.20453643798828, 8.478507995605469, 224.021240234375, 247.46163940429688]",0.6848911133441034,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,router_detection,True,router_then_grounding_dino,,0.9113033502594508,router_detection,0,,,full_image,full_image,domates_bacterial_spot_and_speck_yaprak,0.9999459981918335,False,-1.0685254335403442,domates_bacterial_spot_and_speck_yaprak,0.9999459981918335,False,domates_bacterial_spot_and_speck_yaprak,0.9999573230743408,False,False,1.1324882507324219e-05,1134.2958490004094,success
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_9e643ad9-f96c-4f1d-a980-2a82dc72945a___GCREC_Bact.Sp 3704.JPG,domates_bacterial_spot_and_speck_yaprak,tomato,leaf,ok,0.9569945521141314,tomato,leaf,tomato,leaf,"[17.926498413085938, 2.00225830078125, 225.3474884033203, 253.21641540527344]",0.7950910822475592,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,router_detection,True,router_then_grounding_dino,,0.9569945521141314,router_detection,0,,,full_image,full_image,domates_bacterial_spot_and_speck_yaprak,0.9995916485786438,False,-0.5027533173561096,domates_bacterial_spot_and_speck_yaprak,0.9995916485786438,False,domates_bacterial_spot_and_speck_yaprak,0.9994986057281494,False,False,-9.304285049438477e-05,1137.357391000478,success
