ablation_name,image_path,expected_label,crop,part,router_status,router_confidence,bbox,bbox_area_ratio,input_view,diagnosis,confidence,ood_is_ood,ood_primary_score,latency_ms,status
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_test_anthracnose_18_png.rf.207289ef35095182cc6da2f98636f8df.jpg,domates_antraknoz_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_antraknoz_meyve,0.901279628276825,True,3.8039801120758057,23339.757362,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_10_zoom_2_png.rf.f80b2011ed96c63958f39b7c1358467a.jpg,domates_antraknoz_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_antraknoz_meyve,0.9930596351623535,False,0.4892924726009369,116.58715999999458,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_12-Copy_png.rf.d8e8dba62cee137482d1172513315a20.jpg,domates_antraknoz_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_antraknoz_meyve,0.9983295798301697,False,-1.351051688194275,111.92366899990702,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_16_zoom_3_png.rf.8d5c2d6258a8360cbeebebadb1765baf.jpg,domates_antraknoz_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_antraknoz_meyve,0.9969382286071777,False,-0.7212266325950623,112.58384100005969,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_19-Copy_png.rf.7525048ab217901948bfc64393ad5b43.jpg,domates_antraknoz_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_antraknoz_meyve,0.9939676523208618,False,0.7340688705444336,111.65656100001797,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_22_zoom_1_png.rf.0965f4a6e11e72b6a405d0e9231e0b14.jpg,domates_antraknoz_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_antraknoz_meyve,0.9395846724510193,False,0.036386072635650635,114.29003400007787,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_24-Copy_png.rf.e93f114f28a88c99d1ba5cb5d9c04c9b.jpg,domates_antraknoz_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_antraknoz_meyve,0.9832981824874878,False,0.0990823358297348,112.7916699999787,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_3-Copy_png.rf.6cc0f31a793088eea812ca66ddc12403.jpg,domates_antraknoz_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_antraknoz_meyve,0.9947603344917297,False,-0.24803376197814941,113.29645099999652,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_5-Copy_png.rf.85e68af386511df8beb4e150e4d357f5.jpg,domates_antraknoz_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_antraknoz_meyve,0.9796791076660156,False,0.9809571504592896,112.77525200000582,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_6_zoom_4_png.rf.cc6b4023bf2945edcb596399ba776e48.jpg,domates_antraknoz_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_antraknoz_meyve,0.9959121942520142,False,0.7293481826782227,112.40341799998532,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_9_png.rf.7eb80eddc4fd8186452dcd866924fdbd.jpg,domates_antraknoz_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_antraknoz_meyve,0.8831677436828613,True,3.950141429901123,113.04241100003765,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_valid_anthracnose3_jpg.rf.113efe58df72d7bc235fd4983f48e27f.jpg,domates_antraknoz_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_antraknoz_meyve,0.9817259907722473,False,1.3070957660675049,112.2648760000402,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_bacterial_spot_and_speck_meyve/tomato_bacterial_leaf_spot_147.jpg,domates_bacterial_spot_and_speck_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_bacterial_spot_and_speck_meyve,0.9990861415863037,True,12.998257637023926,124.66464399994948,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_bacterial_spot_and_speck_meyve/tomato_bacterial_leaf_spot_64.jpg,domates_bacterial_spot_and_speck_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_bacterial_spot_and_speck_meyve,0.7477163076400757,True,20.263835906982422,116.34412800003702,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_bacterial_spot_and_speck_meyve/tomato_bacterial_leaf_spot_81.jpg,domates_bacterial_spot_and_speck_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_bacterial_spot_and_speck_meyve,0.8653329610824585,True,33.15776443481445,113.92671099997642,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_test_Blossom_end_root_36_png.rf.62821315b6209cfafe08025639e184da.jpg,domates_blossom_end_rot_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_blossom_end_rot_meyve,0.9226230978965759,False,-0.175232395529747,112.95004999999492,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_24-Copy_png.rf.3e342ad78c9594029833cfc9676a8cb8.jpg,domates_blossom_end_rot_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_blossom_end_rot_meyve,0.621174156665802,False,2.342993974685669,114.06789800003025,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_27-Copy_png.rf.8111306aa759e06e71d7b59e55d82d8b.jpg,domates_blossom_end_rot_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_blossom_end_rot_meyve,0.9673895239830017,False,0.06070263683795929,112.652449000052,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_2_zoom_1_png.rf.d7298363c1e1201f641a2c863ed0a317.jpg,domates_blossom_end_rot_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_blossom_end_rot_meyve,0.9996160268783569,False,0.9645723104476929,113.00770799994098,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_33-Copy_png.rf.c08ab10d879dab1355dfd3f38a3e8369.jpg,domates_blossom_end_rot_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_blossom_end_rot_meyve,0.9567376971244812,False,2.1758992671966553,112.18698400000449,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_37_png.rf.6d0289aa67e1cb75237b77e287d73981.jpg,domates_blossom_end_rot_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_blossom_end_rot_meyve,0.4946627616882324,False,2.0126419067382812,112.91421400005675,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_3_zoom_4_png.rf.1b4308bec15dc5c8f96fbf2e2a324a6a.jpg,domates_blossom_end_rot_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_blossom_end_rot_meyve,0.9776148200035095,False,-0.2004585862159729,111.03299400008382,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_9-Copy_png.rf.24039f7363f992e589542d8e8a4993ff.jpg,domates_blossom_end_rot_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_blossom_end_rot_meyve,0.8316198587417603,False,0.4523146450519562,111.17115199999716,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_9_zoom_5_png.rf.016da79194dd0c1eaf7d8a528ba989dd.jpg,domates_blossom_end_rot_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_blossom_end_rot_meyve,0.9959725737571716,False,-0.23370912671089172,113.94850500005305,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_valid_Blossom_end_root_16_zoom_2_png.rf.b8fcba0ae0dad097759a1cda83bd5810.jpg,domates_blossom_end_rot_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_blossom_end_rot_meyve,0.993674635887146,True,3.226762294769287,113.3491820000927,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_valid_Blossom_end_root_31-Copy_png.rf.afd56c1970a7dfc9c4a6f68e9f876061.jpg,domates_blossom_end_rot_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_blossom_end_rot_meyve,0.47487780451774597,False,1.7182228565216064,112.44773299995359,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_test_Gray_Mold_21_jpg.rf.27b8d49047506ea4b1e2de42dde5aeb0.jpg,domates_gray_mold_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_antraknoz_meyve,0.3820148706436157,True,6.846822738647461,112.71320900004866,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_11_zoom_4_jpg.rf.4f672087b49edde5f6e98f5a13d895ec.jpg,domates_gray_mold_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_gray_mold_meyve,0.9774444103240967,False,0.2979013919830322,114.0601820000029,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_11_zoom_5_jpg.rf.d634c7bc4795f6ccea08256c321a51ec.jpg,domates_gray_mold_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_gray_mold_meyve,0.9745108485221863,False,0.7981416583061218,113.58081699995637,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_12_jpg.rf.7a12ee72b36de72352596a4ff3f5fcb7.jpg,domates_gray_mold_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_gray_mold_meyve,0.9922145009040833,False,-0.16358867287635803,113.29057000000375,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_16-Copy_jpg.rf.0d04da3304e735522bb55ebabcf88d02.jpg,domates_gray_mold_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_gray_mold_meyve,0.9919622540473938,False,0.5533915758132935,112.32137799993325,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_18_jpg.rf.4f6fe469524a79e2a666555e1d709229.jpg,domates_gray_mold_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_gray_mold_meyve,0.549352765083313,False,1.700738549232483,112.88031999993109,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_19_zoom_4_jpg.rf.cb3251244e7c5b49fd4202e28448f105.jpg,domates_gray_mold_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_gray_mold_meyve,0.9894535541534424,False,-0.2907916307449341,116.1465049999606,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_1_jpg.rf.49d5143133aa9c1fd59d6811b6040639.jpg,domates_gray_mold_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_gray_mold_meyve,0.9886578917503357,False,-0.3627850115299225,115.08757999990848,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_1_zoom_2_jpg.rf.d18565e870a09de96a584bb22e8c9dff.jpg,domates_gray_mold_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_gray_mold_meyve,0.9958756566047668,False,-0.49422094225883484,113.02775500007556,success
full_image_baseline,/content/bitirmeprojesi/data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_1_zoom_5_jpg.rf.58f2a24823525d8047133c5badcf975e.jpg,domates_gray_mold_meyve,tomato,fruit,success,1.0,,0.0,full_image,domates_gray_mold_meyve,0.990744948387146,False,0.06641218066215515,113.12823499997648,success
