image_id,source,resolved_image,expected_target,expected_crop,expected_part,expected_class,corrected_crop,corrected_part,corrected_class,prototype_target,prototype_class_label,predicted_crop,predicted_part,predicted_disease,prototype_similarity,prototype_margin,reconcile_reason,failure_bucket,pass_fail,review_decision,prototype_quality,adapter_training_quality,review_notes
demo_145,staged_external:docs/demo_assets/m2_full_image_set/images/demo_145_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_145_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,cucumber,fruit,,0.60570604,0.01131974,prototype_evidence_weak,router,fail,add_prototype_positive,target_class_match_weak_evidence,not_selected,Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review.
demo_157,staged_external:docs/demo_assets/m2_full_image_set/images/demo_157_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_157_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,apricot__fruit,kayısıda_şeftali_karalekesi_meyve_232,banana,unknown,,0.61072386,0.02817291,prototype_evidence_weak,router,fail,add_prototype_positive,target_class_match_weak_evidence,not_selected,Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review.
demo_305,staged_external:docs/demo_assets/m2_full_image_set/images/demo_305_strawberry_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_305_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,strawberry,fruit,strawberry_gray_mold_fruit,strawberry__fruit,strawberry_gray_mold_fruit,orange,unknown,,0.54326981,0.02634458,prototype_evidence_weak,router,fail,add_prototype_positive,target_class_match_weak_evidence,not_selected,Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review.
demo_373,staged_external:docs/demo_assets/m2_full_image_set/images/demo_373_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_373_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_blossom_end_rot_meyve,tomato,fruit,domates_blossom_end_rot_meyve,tomato__fruit,domates_blossom_end_rot_meyve,eggplant,unknown,,0.59853757,0.02249683,prototype_evidence_weak,router,fail,add_prototype_positive,target_class_match_weak_evidence,not_selected,Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review.
demo_383,staged_external:docs/demo_assets/m2_full_image_set/images/demo_383_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_383_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,tomato,fruit,domates_gray_mold_meyve,tomato__fruit,domates_gray_mold_meyve,eggplant,unknown,,0.64832191,0.02335468,prototype_evidence_weak,router,fail,add_prototype_positive,target_class_match_weak_evidence,not_selected,Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review.
demo_388,staged_external:docs/demo_assets/m2_full_image_set/images/demo_388_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_388_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,tomato,fruit,domates_gray_mold_meyve,tomato__fruit,domates_gray_mold_meyve,eggplant,unknown,,0.61518382,0.02483788,prototype_evidence_weak,router,fail,add_prototype_positive,target_class_match_weak_evidence,not_selected,Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review.
demo_400,staged_external:docs/demo_assets/m2_full_image_set/images/demo_400_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_400_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,tomato,fruit,domates_spotted_wilt_meyve,tomato__fruit,domates_spotted_wilt_meyve,banana,unknown,,0.6046125,0.02713974,prototype_evidence_weak,router,fail,add_prototype_positive,target_class_match_weak_evidence,not_selected,Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review.
demo_405,staged_external:docs/demo_assets/m2_full_image_set/images/demo_405_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_405_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,tomato,fruit,domates_spotted_wilt_meyve,tomato__fruit,domates_spotted_wilt_meyve,eggplant,unknown,,0.64531258,0.01872175,prototype_evidence_weak,router,fail,add_prototype_positive,target_class_match_weak_evidence,not_selected,Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review.
demo_412,staged_external:docs/demo_assets/m2_full_image_set/images/demo_412_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_412_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,tomato,fruit,domates_gray_mold_meyve,tomato__fruit,domates_gray_mold_meyve,eggplant,unknown,,0.63221566,0.02343727,prototype_evidence_weak,router,fail,add_prototype_positive,target_class_match_weak_evidence,not_selected,Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review.
demo_429,staged_external:docs/demo_assets/m2_full_image_set/images/demo_429_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_429_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,tomato,leaf,domates_late_blight_yaprak,tomato__leaf,domates_late_blight_yaprak,tomato,leaf,,0.58527078,0.0200907,prototype_evidence_weak,router,fail,add_prototype_positive,target_class_match_weak_evidence,not_selected,Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review.
